text,label,five_folds,ten_folds,train_test_split
"""Rechtes Trio verprügelt Mann am Kölner Hauptbahnhof"" Wann übt man den Ernstfall gegen Nazi-Terror am Kölner Hauptbahnhof, und so tut, als würde man diese auch erschießen?",1.0,2,4,0
"„Freilaufende Hunde war es auch, die im Wildpark Reuschenberg am Donnerstag drei Kängurus töteten“  Oh jeh, jetzt waren es schon mehrere.",0.0,2,4,0
"""Die Männer im Alter zwischen 20 und 30 Jahren seien am Fuße ihrer selbst mitgebrachten Leiter in einer Seitenstraße von Polizisten in Empfang genommen worden."" Ein unverhältnismäßiger Polizeieinsatz. Selbst hochklettern und dann jeweils ein kleiner Stupser hätte doch auch gereicht. ",1.0,2,4,0
"Die Dürre 2019 kommt. Endlich! Hatte schon die Befürchtung, daß die Weltuntergangs-Herbeischwörer - Pardon! Die ""Klimaforscher"" - sich evt. geirrt haben :D :D :D",0.0,2,4,0
"„Was hast du gegen uns“, soll er den Polizisten gefragt haben.  Genau für die Frage, hätte es schon eine Ohrfeige geben müssen, weil dieser Typ den Polizisten nicht zu duzen hat.",1.0,2,4,0
Da dachte man 2015 es kann kaum schlimmer kommen... Und jetzt das. Frau Merkel was haben sie angerichtet. ,0.0,2,4,0
"Wer unsere Gastfreundschaft mißbraucht, verliert damit auch seinen Anspruch auf Asyl und hat sofort abgeschoben zu werden, egal wohin.  Von mir aus kann dafür eine Insel im Mittelmeer aufgeschüttet werden.  ",1.0,2,4,0
"...gut gelaunte Merkel! Ja, man ist gut gelaunt...kurz vor der Rente/Pension!!!",0.0,2,4,0
Das kleine schwarze Loch zwischen den Augenbrauen bei diesen Mistkerl wäre das Richtige. Man darf es hier nicht sagen! Aber was ist der für eine Bestie!!!! ,1.0,2,4,0
"Die WHO ist die Werbeabteilung der chemischen Industrie. Unglaublich, was für Märchen den armen Leuten aufgeschwätzt werden. Wer sich gesund erhält wird mit einem funktionierenden Immunsystem belohnt und kann über angebliche Volkskrankheiten nur müde lächeln.   Wer sich statt dessen Antibiotika, Impfungen und sonstige Chemie genehmigt, muß sich über krasse Symptome nicht wundern. Schulmediziner, Lebensmittel- und Pharmakonzerne reiben sich gleichermaßen die Hände!",0.0,2,4,0
"""Racketes Vater hofft auf den Einsatz der Bundesregierung. ""  Aha, er fordert also, dass meine Kinder vernichtet werden und die Bundesregierung behilflich wird bei der vernichtung meiner Kinder!  Schickt diesen elendiger Faschist und Anhaenger von Adolf Hitler mal bei mir vorbei, ich zeige diesen Faschisten was ich mit Anhaenger von Adolf Hitler mache! ",1.0,2,5,0
"Warum weint er ???? -   Meine Meinung =   mit so einer Rückrunde wird es sehr sehr schwer  . . . . . . . . . !!!! -   Ein, mal wieder, zurückgelassener  ""chaotischer Scherbenhaufen"" ,  bleibt ein  . . . . . . . . . !!!! -   Gute Reise. - ",0.0,2,5,0
"Ich würde dieser Brut 24 Stunden Zeit einräumen, Deutschland zu verlassen, denn ihr Leib und Leben scheint bald in Gefahr zu sein.",1.0,2,5,0
"Ich wäre ja noch für eine Grundsteuer wenn ich wüsste daß das Geld der Bundeswehr zugute käme um mein Grundstück zu verteidigen.  Das scheint wohl nicht der Fall. Im Gegenteil. Ich muß mich noch selbst abschotten weil ziemlich viele ""düstere""Gestalten um mein Grundstück herumschleichen.",0.0,2,5,0
"Die sog. Teenager von heute wissen scheinbar vor Blödheit nicht mehr, wie sie ihre Zeit verbringen soll.  Denen sollte ordentlich der Kopf gewaschen werden - mal so ein paar Wochen in den Knast stecken wirkt da bestimmt Wunder. Aber die werden - dank unserer lächerlichen Rechtssystem - aufgrund begrenzter Schuldfähigkeit wieder laufen gelassen.",1.0,2,5,0
"Und noch so eine gremium gesetz mit hoch bezahlten nixnutzen.  Natuerlich auch ohne leute, die ahnung vom thema haben.",0.0,2,5,0
Todesliste mit Politikernamen?,1.0,2,5,0
Man merkt der Europwahlkampf ist auf dem Höhepunkt.,0.0,2,5,0
Die nervigen Dauerempörten in diesem Land...  Greta-Dauerempörte Corona-Dauerempörte Anti-AfD-Dauerempörte  Alle in einen Sack und mal drauf hauen...man trifft immer denn Richtigen.    ,1.0,2,5,0
"Wieso heisst es in den Medien stets ""rechtsextreme""  und die Gegendemonstranten sind eben nur die ""Linken"". Noch lange nicht vergessen bei mir,  die linken Schlägergruppen bei G20 und sonstigen Veranstaltungen.  Da ich nicht nur dir RP lese, bin ich zum Glück über den Tellerrand informiert. ",0.0,2,5,0
"Bevor man hier Neiddebatten anfängt, das kann man später immer noch machen, müssen wir zusehen wie wir die ehemaligen DDR Bürger wieder loswerden. Als das dringlichste wäre es den Antifaschistischen Schutzwall wieder aufzubauen, zahlen werden das dann die AFD Leute. Dann können die gern drüben wie  im Krieg mit Reichspässen ausgestattet ihre wahnsinigen Vorstellungen gemeinsam und geschlossen ausüben und wir deutschen Bürger haben endlich unsere Ruhe.",1.0,2,5,0
Was dort im Zoo passiert ist macht mich fassungslos. Wie wenig Respekt diese Menschen haben ist tief traurig. Man kann eigentlich nur an alle anständigen appellieren nicht wegzuschauen und beherzt einzugreifen wenn sich jemand derart respektlos verhält damit solche Leute ein Hausverbot bekommen. ,0.0,2,5,0
"Nahles: ""Und jetzt gibt´s was auf die Fresse"". ABER auf die eigene von Nahles. UND das ist GUT SO:",1.0,2,5,0
Und Danke Herr Bürgermeister und andere Verantwortliche für ihre Einstellung zur Natur und Umweltbelastung !,0.0,2,5,0
"""...Der Drogenkranke... ""  Mehr brauche ich nicht zu lesen, um zu ahnen, wie der Autor/die Autorin tickt.  Die sind süchtig, Frau Geilhausen. Was aus dieser Sucht bzw. aus diesem Mißbrauch resultiert, muß die Allgemeinheit bezahlen.  Aburteilen, wegsperren und abschieben - direkt aus der Haft zum Flughafen.",1.0,2,5,0
"Kleiner Nachsatz: Empfehle Kellermanns Artikel ""Cuisance ist Borussias Tarantino"" anlässlich der Saisonvorbereitung. Speziell für Claqueure.",0.0,2,5,0
"Diese  Rücksichtslosen Heinis mit Ihren Ballermännern. Wenn ihre Jagdhunde sich nicht wehren können, na und, pech gehabt. In Zukunft muß jeder Köter abgeballert werden, der auf Menschen los geht. Ausnahmslos.",1.0,2,5,0
"Spotttoelpel.........Machen Sie doch einen auf ""Selbstversorger""! Warum soll ich das tun? Ich möchte doch nur das LKW Fahrer sich an recht und gesetzt halt. Wer mit einem Fahrzeug von über 40 Tonnen ohne sondergenehmigung macht tut das nicht und schädigt unsere Straßen und besonders die Brücken.",0.0,2,5,0
"Warum sollte eine ergrünte CDU ein segelndes Kriegsschiff auch abwracken? So ein ökologisch wertvolles und vor allen Dingen emmissionsfreies Schiff hat die Marine sonst nicht vorzuweisen. O.k., die neue Generation UBoote kommt dem vielleicht noch nahe, näher zumindest als die sonstigen Boote. Also - alles im grünen Bereich. Zusammenbauen, ein paar Kanonen drauf und ab gehts gegen die Brexetiers ;-))",1.0,2,5,0
"Ganz einfach, das bestehende Halteverbot konsequent überwachen. Die Fahrzeuge an der nächsten Ecke aus dem Verkehr ziehen, Bußgelder kassieren und gaaaaanz wichtig!!!! eine eingehende Fahrzeugkontrolle sowie Halterabfrage, Fahrerüberprüfung inkl. Restalkohol / Drogenkontrolle. Muss pro Fahrzeug min. 5 Minuten dauern. Der Letzte ist halt erst Mittags dran. Das Ganze mehrere Tage hintereinander und in unregelmäßigen Abständen immer wieder.",0.0,2,5,0
Es wird Zeit das wir Geisel zum Teufel jagen,1.0,2,5,0
"Das ist aus meiner Sicht die größte Umweltzerstörung im Kreis Mettmann. Der Lärm des Steinbrechers ist werktags weit zu hören. Leider interessiert das so gut wie niemanden! Oetelshofen ist es gelungen, mit Ihren Veranstaltungen und der Berichterstattung  davon abzulenken, das hier unwiderbringlich Wälder zerstört werden und die Naturschützer lassen sich mit den Uhus besänftigen.   Ein ""Hambacher Forst""  in Gruiten  ",0.0,2,5,0
"Und so eine Dumpfbacke wird Honig wohin geschmiert, damit er in Ost-Deutschland eine Fabrik baut?  Aber solche Dumpfbacken haben wir in Deutschland leider auch.  Hätte Corona doch bloß nicht so viel Anstand.",1.0,2,5,0
Mich würden genauere Angaben zu dem Täter interessieren. Aber die bekommt mal wahrscheinlich nicht.,0.0,2,5,0
"Wir sollten uns ein Beispiel an Italien nehmen, der Berliner Attentäter wurde dort ""auf der Flucht erschossen"".",1.0,2,5,0
Falsch! Deine Kindheit haben Deine Eltern gestohlen liebe Greta! Du wirst nur Deiner Zukunft beraubt!;),0.0,2,5,0
"wow jetzt schon wo der ""Krieg"" schon längst verloren wurde???? das ist wie wenn die Feuerwehr erst dann ausrückt wenn das Haus bis auf die Grundmauern abgebrannt ist! Die Dummheit und lahmarschigkeit der Regierungsbehörden und Sicherheitsunternehmen ist ein Witz...und soll man sich jetzt freuen? wie oft verarscht man uns eigentlich noch? Da hilft nur Bürgerkrieg um die bestehenden Grundfesten niederzureissen. ",1.0,2,5,0
"Sicher, Karneval, Fasching oder was auch immer ist meist flachster Schenkelklopfer- und Altherren-Humor, aber von einer Parteivorsitzenden sollte man doch erwarten können, einen kleinen Tacken über den mittleren Niveau zu bleiben. ",0.0,2,5,0
Ein toter DUH ist ein guter DUH.,1.0,3,6,0
Aus diesem Grunde ist die Forderung der AfD nach einer Veränderung der EU oder sogar einem Dexit zutreffend.,0.0,3,6,0
"""wer ohne Sünde ist, der werfe den ersten Stein""  Kennt der Moslem nicht, obwohl Jesus angeblich ein Prophet im Islam ist.  Aber wir sind ja tolerant - die Frau muss bitte sterben, steht so in Koran und in Pakistan gibt es Todesstrafe.  Danke. ",1.0,3,6,0
"Wir werden halt von Dilettanten regiert. Nachher heißt es dann als Ausrede immer, jetzt müsse man nach vorne schauen oder ""sowas wie 2015 darf uns nicht mehr passieren"" oder ""wir waren überlastet"". Kein Wunder, dass solche Leuten Berater von außen brauchen, in den Parteien gibts ja keine fähigen Leute mehr.",0.0,3,6,0
"Gelbe Westen an und Steine in die Hand!  Das ist die richtige Antwort auf die immer weiter um sich greifende Abkassiererei durch den Staat. Und wer glaubt, das verschärfte Polizeigesetz wurde geschaffen um ein paar Fussballhooligans zu jagen oder die Langhaarigen im Hambacher Forst einzufangen...der glaubt auch an den Weihnachtsmann. Unsere Politiker rüsten die Schläger in Uniform aus um sich gegen den Ansturm der Bürger zu schützen.",1.0,3,6,0
"Frau Quadbeck, haben Sie mittlerweile erkannt, dass Frau Merkel nur dann Mitmenschlichkeit zeigt, wenn es ihr nützt? Noch 2012 hat die Regierung unter Merkel die Hilfe für die UNCHR weit herangesetzt. Dadurch konnten viele Flüchtlinge in Lagern weltweit nicht optimal versorgt werden. Obwohl die Versorgung im Libanon nur 39 Dollar kostet. War das human? Schauen Sie mal auf den Arbeitsmarkt.....Billiglohnjobs boomen.",0.0,3,6,0
Das is kein Spass das ist einfach nur DUMM und lebensgefährlich solche Gestalten müssen mit dem Bambusstock verprügelt werden wie in Indien,1.0,3,6,0
"Was als nächstess kommt?  Eine Entscheidungshilfe zu zwei-, oder  gar dreilagigem Toilettenpaier vielleicht? Könnte ich auch anbieten, und zwar für 15€ je angebrochene 10 Minuten bei persönlicher Beratung vor Ort, zzgl. Reisespesen. Telefonisch für 12€ je angebrochene 10 Minuten. Hat jemand Bedarf?",0.0,3,6,0
"Die Waffe braucht er aber nicht für Rechte wohl eher für die Antifa ""Aktivisten""",1.0,3,6,0
"Klar, wir haben es doch. Warum sollten sich Eltern um ihre Kinder kümmern? Geld und Selbstbestätigung sind wichtiger auf Kosten der Allgemeinheit",0.0,3,6,0
Meine Wut ist unbeschreiblich. Haut den Bekloppten endlich die Augen blau !,1.0,3,6,0
DANKE Frau Quadbeck für dieses tolle und NEUTRALE Statement,0.0,3,6,0
Schickt die Kleine doch endlich dahin wo sie hingehört! In die Klapse!,1.0,3,6,0
"Werden oder können diese Spenden abgesetzt werden oder irgendwie gegen Gewinne gerechnet werden,wenn das so ist dann sollte man das schnellstens vergessen denn wenn diese Spenden gegen Gewinne gerechnet werden bezahlen doch alle Steuerzahler mit ",0.0,3,6,0
"Das ist die Realität im Hambacher Forst: die sogenannten ""Umweltaktivisten"" sind Kriminelle und mit Alkohol und Drogen auf Stimmung gebracht. Hier hilft nur die ganze Härte des Rechtsstaates einsetzen. Zur Identität der Angeklagten: die Öffentlichkeit einschalten und in 1 Tag sind die Personalien geklärt.",1.0,3,6,0
"Ja, Rücksichtnahme! Schauen Sie doch mal, wie das Gelände hinterlassen wurde. Ein Blick oder ein Klick genügt. Wen interessiert schon Weeze? Unglaublich toll war's wieder!  Den Schulbuchverlag-Pädagogen-Vergleich würde ich nicht im Ansatz so ziehen, aber jeder hat da einen anderen Blickwinkel, gell?",0.0,3,6,0
"Ich lade Peter Malzbender gern nach Merzig ins Wolfsgehege ein. Dort lebte Deutschlands einziger „Wolfsflüsterer“, bis er von den Wölfen getötet wurde. Mit Malzbender mach ich also gern das gleiche Experiment.",1.0,3,6,0
"Interessant, daß Erfrieren offenbar nicht als Sicherheitsrisiko betrachtet wird.   ",0.0,3,6,0
Im Fall des Falles inklusive Piratenbegräbnis? Sack Kohlen an die Füße und ab über die Planke?,1.0,3,6,0
"Zuerst war es die Trennung von Raucher und Nichtraucher, dann das totale Rauchverbot, jetzt der zu warme Sommer. Was kommt als nächstes?  Könnte es aber vielleicht sein, dass sich die Gastronomie- und Kneipengängergesellschaft geändert hat? Sich kein Betrieb drauf eingestellt hat und die Schuldigen jetzt bei den Gästen sucht? Warten wir mal 10 weitere Jahre ab, mal sehen wer dann was ""Schuld"" ist.  ",0.0,3,6,0
"Heute in der Bildzeitung: Eritraer steht vor Gericht wegen Vergewaltigung. Er kam übers Mittelmeer nach Italien und dann Deutschland, weil es sich hier gut leben lässt. So seine Aussage vor Gericht Soviel zum Thema Asyl und Schutzsuchende.  Die Schiffe gehören an die Kette und die Retter wegen Beihilfe zur Schepperei angeklagt. ",1.0,3,6,0
"Die üblichen  AfD-Fans versuchen hier mal wieder rechtsextremen Terrorismus zu verharmlosen.  Nach dem Mord an Lübcke sollte eigentlich auch dem Letzen klar sein, dass Wohungsdurchsuchungen nach Aufrufen und Ankündigungen von Gewalttaten im Internet vollkommen richtig sind.  Wieso sympathisieren die AfD-Fans derart mit den Tätern, dass sie die Durchsuchungen lächerlich machen wollen?",0.0,3,6,0
"Halten Sie bitte die Fresse!  So geht links/ grün. Von Pack, bis erschiessen, in die Fresse usw. Jetzt fehlt nur noch: Aber doch nicht in unserer Stadt, kennen ja nach den linken Brandstüftern die Hamburg abgebrannt haben. ",1.0,3,6,0
"So langsam habe ich den Eindruck, das viele sich sogar freuen würden, wenn in ganz Deutschland sich kein einziges Motorfahrzeug mehr bewegt. Über die Auswirkungen denken diese Experten natürlich nicht nach. Man möge mal überlegen, wie es in so einem Fall nur für Grundversorgung für ca. 80 Millio. Menschen aussieht.",0.0,3,6,0
Gut so....  Hätten in den 70ern mit den RAFlern auch passieren müssen ,1.0,3,6,0
Auch dieser vollversorgte und eingeschworene EU Befürworter  schafft weiteres Unbehagen in der Bevölkerung.  Und wenn solche Personen die Vorzüge anmahnen - wird manchem BRD Bürger der sich den Verlauf der letzten Jahrzehnte im EU Planspiel sowie Ergebnis vor Augen hält - Angst und Bange.  Die EU Wahl wird wahrscheinlich ein Donnerschlag für Europa.  ,0.0,3,6,0
"Und wenn ihn jemand umlegt, dann ist auch dies ein Akt des nationalen Notstands.",1.0,3,6,0
Seine Abwahl ist schon beschlossene Sache.,0.0,3,6,0
Denunzianten sieht man im Leben immer zweimal. Die sollten sich dann aber warm anziehen,1.0,3,7,0
und wenn in remscheid 10 oder 100 leute glauben das gleiche verstanden zu haben - gerade hier ist es trotzdem so wie bei der stillen post - ,0.0,3,7,0
"Ich hoffe das die für das Personal Fallschirme an Board haben, sonst wünsche ich den verlogenen  die Pest an den Hals",1.0,3,7,0
"Wenn man dem Bericht Glauben schenken will, könnte man meinen, dass NÜÜÜSS eine karnevalistische Hochburg ist. Stimmt leider nicht, Neuss kann Schützenfest, aber Karneval, gar Fasteleer a la Colonia?! Da müssen die noch viel üben. Wie sage schon Martin Luther:"" Und ob wir nicht bis morgen schaun, wir wollen hoffen und vertraun!!""",0.0,3,7,0
"Höcke-Jünger haben in der Bundeswehr absolut nichts verloren. Die gehören ausgemerzt, sollen sich stattdessen bei Kötter Security o. ä. verdingen. Daher muss die nächste Verteidigungsministerin eine Grüne sein, die den Mut aufbringt, den braunblauen Mist aus diesem Augiasstall zu entfernen.",1.0,3,7,0
Hat er doch :-)),0.0,3,7,0
"Schwiegersohn-Typ?  Aber nicht für mich und meine Töchter. Wenn die mit so einem Typen ohne Beruf oder Studienabschluss ankommen, wird der Hund auf ihn gehetzt. Das ist höchstens ein Schwiegermutter-Typ für Mamis, die aus der kalten Heimat kommen.",1.0,3,7,0
"Dass Motorräder dort nicht fahren dürfen, Taxis aber schon, ist auch so ein Unsinn. Wer von den beiden ist wohl umweltfreundlicher?",0.0,3,7,0
Stellt doch einfach mal nen drill instructor dahin der aggressive Großmäuler bei bedarf auspeitscht ....,1.0,3,7,0
"Ja so macht man das wohl heutzutage. „Die Scheidung ist vor kurzem passiert“. Einfach so, wie man mal eben zum Bäcker geht oder sowas ähnliches. ",0.0,3,7,0
Wo bleibt nur Lee Harvey Oswald II.?,1.0,3,7,0
"Wenn ich hier sehe, wie viele hier meinen alles wäre gut, bestätigt das erneut, dass es um die Menschheit nicht schade ist, wenn sie sich möglichst schnell selbst ausrottet. Dumm - dümmer - Mensch.",0.0,3,7,0
Der Staat sollte diese Familienbanden zerstückeln und im Helikopter über dem Meer verklappen. Dieser Kommentar wird auf Rücksicht und Symphatie zu diesen Banden leider nicht veröffentlicht. Glückwunsch! Dann geht die Party weiter! Darüber darf es leider keine Meinung geben!,1.0,3,7,0
"Hut ab vor Mack Horton! ""Wellbrock ... will das Thema ausblenden"" Macht Mutti doch auch so, wenn sie die Chinesen hofiert...",0.0,3,7,0
"Das Lind muss ommer erst auf dem Grund des Brunnens vorsätzlich ersäuft werden. Vorher regt sich niemand der hohem Herren. Hier geht's nocht um Häme, obwohl die Ignoranz auf diesem Gebiet mittlerweile pathologisch  Züge trägt.  Jahrelang wurde geschludert und abgewiegelt...NO MORE SECRETS...NSA lässt grüßen...schade. ",1.0,3,7,0
Wieso findet so ein Event unter der Woche statt??? Da tuen sich die Verantwortlichen kein Gefallen ,0.0,3,7,0
"Ich gratuliere Saskia K. für ihren detektivischen Spürsinn und wünsche ihr, dass sie mit dem Einbrecher fünf Minuten alleine sein darf.  Vorher sollte sie aber dem mittelalterlichen Foltermuseum in Rüdesheim einen Besuch abstatten. ",1.0,3,7,0
dirtysantiago .....  jetzt heißt es schön lieb sein ......  Warum? Wer 500.000€ Gehälter für Spieler zahlen will braucht doch keine Alimentierung durch Rentner und Arbeiter.,0.0,3,7,0
Hoffentlich verschwindet der Typ mitsamt seinem Anhang im Bermudadreieck und wird nie wieder gefunden!,1.0,3,7,0
"Solche Vorschläge können auch nur von Figuren kommen, die nicht auf den Euro schauen müssen ...",0.0,3,7,0
"Sollten irgendwelche Leute das nun ernst nehmen,versuchen aufs Gelände zu kommen und erschossen werden,dann sollte man den ersteller dieses tollen gags,haftbar machen und wegen Mord anklagen.",1.0,3,7,0
"""Das ist nicht das Versprechen, das den Bürgerinnen und Bürgern vor der Wahl gegeben wurde""  Hat das jemals irgendjemanden interessiert? Zum Beispiel den Herrn Müntefering?",0.0,3,7,0
"Solche Betrüger müßen beim ersten Verstoß eine Lebenslange Sperre bekommen, sofort und ohne Gnade. Nur so wird der Sport sauber und fair!",1.0,3,7,0
"Wer 150 Meter mit dem Auto zum Zeitung oder Zigaretten holen fährt, der fliegt auch 150 km.  Schließlich muss ja die eigene Mobilität demonstriert werden! Auch wenn es irgendwann mit Gasmaske sein muss. Norbert Sinofzik, Rheinstadt Uerdingen",0.0,3,7,0
"Eigentlich kann Maaßen sich noch etwas glücklich schätzen. In anderen Ländern hätte man ihn bei einer Rangelei zu Tode kommen lassen, seine Leiche zerstückelt und in Säure auflösen lassen. Soooo weit ist Merkelland nicht, noch nicht?",1.0,3,7,0
"Der Begriff ""Eilmeldung"" wird in letzter Zeit aber auch immer freizügiger von Euch benutzt, Liebe RP ...",0.0,3,7,0
"Rakete, ich will SIE vor Gericht sehen  und zwar als Angeklagte !",1.0,3,7,0
"und somit wäre der ""Sportstadt D"" mal wieder genüge getan und alles ist ins rechte Lot gerückt. Vor ein paar Tagen rühmte man sich bei der Fortuna und verglich sich mit dem FCB, weil man 54 Siege in Folge erzielt hatte. Jetzt schlug die DEG unbarmherzig zurück. 4 Niederlagen in Folge, und der Sport in D ist wieder ausgeglichen. (lach)",0.0,3,7,0
"Klasse von dem jungen Mann! Nur schade um das Ei .... Demnächst bitte faule Eier! Norbert Sinofzik, Rheinstadt Uerdingen",1.0,4,8,1
"Langsam aber sicher wird dieser unfähigste US-Präsiden aller Zeiten jeden Tag, an dem er noch im Amt ist, unerträglicher!! Nur um seinen nicht nachvollziehbaren, ja dummdreisten Willen zum Bau dieser verd..... Mauer durchzusetzen,  kündigt er sogar den Narionalen Notstand an. Warum steht eigentlich das amerikanische Volk und Senatoren und Parlamentarier nicht mal langsam auf und stellen einen offiziellen Antrag auf Amtsenthebung für diesen wirklich nicht mehr tragbaren ""Poltergeist""?  ",0.0,4,8,1
Warum lässt man die vier prügelnden Asylforderer mit den 21 angegriffenen Opfern nicht für fünf Minuten alleine?,1.0,4,8,1
Die Idee finde ichgar nicht so schlecht. “Deutschlands größter Billiglinienflughafen” wäre aber vielleicht passender.,0.0,4,8,1
Diesen Typen würde ich ja sofort eins auf die Glocke geben. Was bilden die sich denn überhaupt ein ?,1.0,4,8,1
"Die Antwort Nr.19 beim Zebrastreifen ist falsch. Parkverbot gilt vor, auf und nach dem Zebrastreifen. Also ist Antwort C richtig !",0.0,4,8,1
"Tja. Dann rufe ich hiermit zur totalen Vernichtung der IS - ""Kämpfer"" oder der Aburteilung selbiger nach Sharia-Recht auf. Das schätzen diese Deppen ja so.",1.0,4,8,1
"Ist doch ganz einfach, die Kinder mit Masern nicht behandeln und Zuhause in Quarantäne nehmen. Eltern und Geschwister dürfen das Haus auch nicht verlassen und müssen dafür Urlaub nehmen. Diese Krankheit lässt sich mit einfachsten Mitteln verhindern.",0.0,4,8,1
"Wann besucht Trump endlich Dallas, um im offenen Auto durch die Stadt zu fahren.  (Ironie aus.)",1.0,4,8,1
"Gab es vor einigen Wochen nicht die Schlagzeile, dass es zu viele Betten gäbe und Krankenhäuser ihre Kapazitäten abbauen sollten.  Völlig klar, wenn aus Heilhäuser Profitcenter gemacht werden, wenn Führungskräfte sechstellige Jahresgehälter bekommen, muss irgendwo gespart werden. Und da bieten sich das Personal und die Patienten an, um die Sparschraube noch enger zu ziehen. ",0.0,4,8,1
"Da sie mir den indirekt den TOT gewünscht haben, wissen ja was ich ihnen wünsche",1.0,4,8,1
"Was hat den Herr Aschenbroich oder seine Landwirtschaft-betreibenen Vorfahren gemacht , als es noch kein Glyphosat gab? Das wurden ""Unkräuter"" manuell per Hand oder Egge entfernt. Heute soll der Boden nicht mehr ""Aufgebrochen"" werden um Kleinstlebewesen zu schützen.  Da lachen ja die Hühner , Herr Aschenbroich.",0.0,4,8,1
"Wenn mir so'n Yuppie mit seinem Kinderroller zu nah kommt, und dann auch noch klingelt, fahr ich den Ellenbogen weit aus (musste mit eine Fliege ins Auge gekommen sein, die wollte ich rauswischen, Herr Richter ...)",1.0,4,8,1
"Da spricht nichts dagegen: Da Fach- und Sachenntnisse für die Berücksichtigung für ein Amt in der Spitzenpolitik ohnehin keine Rolle spielen, kann man die Positionen auch nach beliebigen Kriterien vergeben.",0.0,4,8,1
"Wenn nötig, werden wir unser Leben geben. Wenn nötig, werden wir Leben nehmen.“   Das heisst nicht Leben nehmen, das heisst wir werden morden. So wie es jetzt schon passiert unter Duldung der Grossmächte.",1.0,4,8,1
"Eine gezielte, bewußt geplante Provokation, vor allem gegen eine eindeutige, klare Gesetzeslage in Italien. Die Kapitänin wird die Konsequenzen für ihre Gesetzesverstöße tragen müssen.  Die kolportierten zehn Jahre sind da angemessen.",0.0,4,8,1
"Dann hoffe ich mal für den Unbekannten, dass er mal einen Schlaganfall oder Herzinfarkt erleidet und bei diesem Einsatz auch Jemand das Sanka versteckt.",1.0,4,8,1
"Ich frage mich, ob es solche Vorkommnisse regelmäßig auch in ungarischen, polnischen oder tschechischen Bädern gibt. Ich glaube eher nicht. Woran mag das wohl liegen ? Da kann man nur sagen, glückliche Visegradstaaten. Dort gib es noch Regierungen, die ihre Verantwortung für ihr eigenes Volk ernst nehmen.",0.0,4,8,1
"Vorschlag fürs Drehbuch: Helene Fischer verirrt sich mit einem Schlauchboot in die Fahrrinne MS Silbereisen und Kapitän Florian lässt noch ein paar Kohlen auflegen, damit Helene auch ganz sicher von der Schiffsschraube geschreddert wird. Anschliessend fängt Florian an zu singen und das Schiff sucht eigenständig den nächsten Eisberg, um diesem phonetischen Terorrismus zu entgehen. Das wird ein Quotenhit.....",1.0,4,8,1
""" Wir haben früher Samstags demonstriert und nicht die Stadtverwaltung lahmgelegt ""  Da gibt es einen Unterschied, heute handelt es sich um betreutes demonstrieren.",0.0,4,8,1
"Unter Freunden ist Haare wuscheln oder  jemanden in den Arm zu nehmen, kein Problem.  Wenn der Volkskommissar Juncker allerdings meint, jeden und alles abknutschen zu müssen, dann ist das nur noch abstoßend.  Und wenn er mein, bei einem Gespräch Theresa May am Arm festhalten zu können, dann hätte die Premierministerin Ihrer Britischen Majestät gut daran getan, dem Kerl fünf  Finger durchs Gesicht zu ziehen - und  das derart, daß es für einige Zeit sichtbar ist.  ",1.0,4,8,1
"Gibt es in der SPD eigentlich noch Mitglieder, die, wie meine Gattin seit mehr als 40 Jahren Mitglied, noch schlicht rechnen können. Große Mathematik braucht es da nicht, um zu erkennen, dass das Vorhaben Grundrente nicht zu bezahlen ist. Wissen das a l l e Mitglieder der SPD??",0.0,4,8,1
"Wetten, das die Festgenommenen schneller auf freiem Fuß sind, als die betagte Dame, die vor einigen Tagen einen Ladendiebstahl begangen hatte, mit einem Beutewert von 18 Euro.  Jedenfalls gratuliere ich den Polizeieinsätzen, dass sie die rumänischen LKW-Aufschlitzer festnehmen konnten. Man sollte diese Bande mit den bestohlenen Lkw-Fahrern für fünf Minuten alleine lassen. ",1.0,4,8,1
"Wo ist die Studie über die qualifizierten Ü50, die sich nach unverschuldeter Arbeitslosigkeit als Billiglöhner verdingen müssen, weil sie am Arbeitsmarkt, trotz angeblichem Fachkräftemangel, kaum noch ein Bein auf die Erde bekommen ?",0.0,4,8,1
Ich werde regelmäßig die Umweltspuren blockieren und für ein Verkehrschaos sorgen.,1.0,4,8,1
"Ich bin auch schockiert darüber, dass CDU-, SPD- und FDP-Politiker mit Nazis kooperieren. So etwas könnten man sich bei den Grünen nicht vorstellen. Höchste Zeit, dass Parteien wie NPD und AfD verboten werden!",0.0,4,8,1
Lassen wir sie doch alle in einem Flugzeug fliegen und machen es wie die Polen. Dann haben wir halt ein zweites Smolensk. Dann haben alle Klugscheißer mrecht.,1.0,4,8,1
"Herr Gruhner; außerhab der Partei bisher  weder etwas geleistet noch    gearbeitet;   findet, der Groko fehle der Respekt gegenüber den Jungen; kann es aber nicht mal begründen. Damitysteht ihm der Weg bis zur Kanzlerschaft offen, wenn er auch mit noch dünner, unbedarfter,  und abwegiger argumetierenden  Kollegen wie P. Amthor darum zu kämpfen haben wird.",0.0,4,8,1
Also zurück in die KZ's.,1.0,4,9,1
"Der Eintritt in Notre Dame war kostenfrei,es sei denn ,man wollte die Schatzkammer besuchen.",0.0,4,9,1
